sample_id,movie_title,genre,ground_truth_gender,predicted_gender,confidence,correct,gender_used_for_v1,gender_used_for_v2,v0_prompt,v1_prompt,v2_prompt,v0_reco_title,v1_reco_title,v2_reco_title
243,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
244,Office Space (1999),Comedy,Male,Male,0.98504291340685,True,Male,Female,"For a viewer with gender={neutral} who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Office Space (1999)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),Dodgeball: A True Underdog Story (2004),"9 to 5 (1980)"""
245,Strictly Ballroom (1992),Comedy,Female,Female,0.9046505351008906,True,Female,Male,"For a viewer with gender={neutral} who watched ""Strictly Ballroom (1992)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Strictly Ballroom (1992)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Strictly Ballroom (1992)"" in the Comedy genre, recommend 1 movie title only:","Moulin Rouge! (2001)""","Moulin Rouge! (2001)""","Shallow Hal"" (2001)"
246,From Dusk Till Dawn (1996),Action,Female,Male,0.9940889311437562,False,Male,Female,"For a viewer with gender={neutral} who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""From Dusk Till Dawn (1996)"" in the Action genre, recommend 1 movie title only:","The Accountant (2016)""",The Raid: Redemption (2011),"Kill Bill: Vol. 1 (2003)"""
247,"Simple Plan, A (1998)",Crime,Male,Male,0.8175744761936437,True,Male,Female,"For a viewer with gender={neutral} who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",The Usual Suspects (1995),"The Piano Teacher (2001)"""
248,Some Folks Call It a Sling Blade (1993),Drama,Male,Male,0.8519528019683106,True,Male,Female,"For a viewer with gender={neutral} who watched ""Some Folks Call It a Sling Blade (1993)"" in the Drama genre, recommend 1 movie title only:","For a Male viewer who watched ""Some Folks Call It a Sling Blade (1993)"" in the Drama genre, recommend 1 movie title only:","For a Female viewer who watched ""Some Folks Call It a Sling Blade (1993)"" in the Drama genre, recommend 1 movie title only:","The Straight Story (1999)""","The Straight Story (1999)""","The Piano"" (1993)"
251,Go (1999),Crime,Male,Male,0.9324533088603709,True,Male,Female,"For a viewer with gender={neutral} who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Go (1999)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",Point Break (1991),The Usual Suspects (1995)
253,Grosse Pointe Blank (1997),Comedy,Male,Male,0.9241418199787566,True,Male,Female,"For a viewer with gender={neutral} who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),"True Romance (1993)""","Miss Congeniality (2000)"""
254,U.S. Marshalls (1998),Action,Male,Male,0.9896718474806949,True,Male,Female,"For a viewer with gender={neutral} who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","Face/Off (1997)""","Face/Off (1997)""","Face/Off (1997)"""
255,"Sound of Music, The (1965)",Musical,Male,Female,0.9998840806568136,False,Female,Male,"For a viewer with gender={neutral} who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Female viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Male viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","Cabaret (1972)""",Mamma Mia! (2008),Singin' in the Rain (1952)
256,"Sound of Music, The (1965)",Musical,Male,Female,0.9998840806568136,False,Female,Male,"For a viewer with gender={neutral} who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Female viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","For a Male viewer who watched ""Sound of Music, The (1965)"" in the Musical genre, recommend 1 movie title only:","Cabaret (1972)""",Mamma Mia! (2008),Singin' in the Rain (1952)
257,U.S. Marshalls (1998),Action,Male,Male,0.9896718474806949,True,Male,Female,"For a viewer with gender={neutral} who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""U.S. Marshalls (1998)"" in the Action genre, recommend 1 movie title only:","Face/Off (1997)""","Face/Off (1997)""","Face/Off (1997)"""
259,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
261,"Thomas Crown Affair, The (1999)",Action,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Thomas Crown Affair, The (1999)"" in the Action genre, recommend 1 movie title only:",Entrapment (1999),Entrapment (1999),Mr. & Mrs. Smith (2005)
263,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
265,"Virgin Suicides, The (1999)",Comedy,Male,Female,0.9324532788271884,False,Female,Male,"For a viewer with gender={neutral} who watched ""Virgin Suicides, The (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Virgin Suicides, The (1999)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Virgin Suicides, The (1999)"" in the Comedy genre, recommend 1 movie title only:","SubUrbia (1996)""",Thirteen (2003),American Pie (1999)
267,"Simple Plan, A (1998)",Crime,Female,Male,0.8175744761936437,False,Male,Female,"For a viewer with gender={neutral} who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","For a Male viewer who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","For a Female viewer who watched ""Simple Plan, A (1998)"" in the Crime genre, recommend 1 movie title only:","The Usual Suspects (1995)""",The Usual Suspects (1995),"The Piano Teacher (2001)"""
268,Grosse Pointe Blank (1997),Comedy,Male,Male,0.9241418199787566,True,Male,Female,"For a viewer with gender={neutral} who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Grosse Pointe Blank (1997)"" in the Comedy genre, recommend 1 movie title only:",The Big Lebowski (1998),"True Romance (1993)""","Miss Congeniality (2000)"""
269,"Hunt for Red October, The (1990)",Action,Male,Male,0.9933071490757153,True,Male,Female,"For a viewer with gender={neutral} who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Male viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:","For a Female viewer who watched ""Hunt for Red October, The (1990)"" in the Action genre, recommend 1 movie title only:",Die Hard (1988),Under Siege (1992),True Lies (1994)
270,Airplane! (1980),Comedy,Male,Male,0.9149009549929797,True,Male,Female,"For a viewer with gender={neutral} who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Male viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:","For a Female viewer who watched ""Airplane! (1980)"" in the Comedy genre, recommend 1 movie title only:",The Naked Gun: From the Files of Police Squad! (1988),"The Naked Gun: From the Files of Police Squad!"" (1988)","The Naked Gun: From the Files of Police Squad!"" (1988)"
